run_id,launched_at,system,level,arm,predictor,score_mode,d2_ratio,seed,n_members,k_acq,cluster,job_id,status,epochs_on_disk,dir_state,code_hash,output_dir,notes
clf_xhigh_dir00_s44,2026-08-04T10:57:17,pendulum_stoch,xhigh,dir00,clf,dir00,0.0,44,5,20,amarel,60199858,CANCELLED by 1619230,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_xhigh_dir00_s44,"RELAUNCH on 4c7c561: earlier replicates used member seeds 0..4 regardless of --seed, so they measured only cross-cluster float noise, not seed variance"
clf_xhigh_dir00_s43,2026-08-04T10:57:15,pendulum_stoch,xhigh,dir00,clf,dir00,0.0,43,5,20,amarel,60199857,CANCELLED by 1619230,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_xhigh_dir00_s43,"RELAUNCH on 4c7c561: earlier replicates used member seeds 0..4 regardless of --seed, so they measured only cross-cluster float noise, not seed variance"
clf_high_dir00_s44,2026-08-04T10:57:13,pendulum_stoch,high,dir00,clf,dir00,0.0,44,5,20,amarel,60199856,CANCELLED by 1619230,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_high_dir00_s44,"RELAUNCH on 4c7c561: earlier replicates used member seeds 0..4 regardless of --seed, so they measured only cross-cluster float noise, not seed variance"
clf_high_dir00_s43,2026-08-04T10:57:11,pendulum_stoch,high,dir00,clf,dir00,0.0,43,5,20,amarel,60199855,TIMEOUT,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_high_dir00_s43,"RELAUNCH on 4c7c561: earlier replicates used member seeds 0..4 regardless of --seed, so they measured only cross-cluster float noise, not seed variance"
clf_xhigh_epi_bald_s44,2026-08-04T07:54:29,pendulum_stoch,xhigh,epi_bald,clf,epi_bald,1.0,44,5,20,amarel,60118334,CANCELLED by 1619230,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_xhigh_epi_bald_s44,ADAPTIVE-arm floor: dir00 replicates fix the data order and so measure training noise only; the headline xhigh claim needs the acquisition-driven variance too
clf_xhigh_epi_bald_s43,2026-08-04T07:54:27,pendulum_stoch,xhigh,epi_bald,clf,epi_bald,1.0,43,5,20,amarel,60118333,CANCELLED by 1619230,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_xhigh_epi_bald_s43,ADAPTIVE-arm floor: dir00 replicates fix the data order and so measure training noise only; the headline xhigh claim needs the acquisition-driven variance too
clf_med_dir00_s44,2026-08-04T07:03:49,pendulum_stoch,med,dir00,clf,dir00,0.0,44,5,20,amarel,60098933,CANCELLED by 1619230,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_med_dir00_s44,"floor at med: diagnostics predict NO arm separation below ale_pool~0.1, so confirming that null requires a floor here"
clf_med_dir00_s43,2026-08-04T07:03:47,pendulum_stoch,med,dir00,clf,dir00,0.0,43,5,20,amarel,60098932,CANCELLED by 1619230,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_med_dir00_s43,"floor at med: diagnostics predict NO arm separation below ale_pool~0.1, so confirming that null requires a floor here"
clf_low_dir00_s44,2026-08-04T07:03:45,pendulum_stoch,low,dir00,clf,dir00,0.0,44,5,20,amarel,60098459,CANCELLED by 1619230,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_low_dir00_s44,"floor at low: diagnostics predict NO arm separation below ale_pool~0.1, so confirming that null requires a floor here"
clf_low_dir00_s43,2026-08-04T07:03:43,pendulum_stoch,low,dir00,clf,dir00,0.0,43,5,20,amarel,60098458,CANCELLED by 1619230,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_low_dir00_s43,"floor at low: diagnostics predict NO arm separation below ale_pool~0.1, so confirming that null requires a floor here"
clf_det_dir00_s44,2026-08-04T06:44:05,pendulum,det,dir00,clf,dir00,0.0,44,5,20,amarel,60089993,COMPLETED,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_det_dir00_s44,"floor for the deterministic validation case: aleatoric~0 there, so epi_* vs total is an EQUIVALENCE claim and needs a noise floor to be judged against"
clf_det_dir00_s43,2026-08-04T06:44:03,pendulum,det,dir00,clf,dir00,0.0,43,5,20,amarel,60089992,COMPLETED,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_det_dir00_s43,"floor for the deterministic validation case: aleatoric~0 there, so epi_* vs total is an EQUIVALENCE claim and needs a noise floor to be judged against"
clf_xhigh_dir00_s44,2026-08-04T06:36:12,pendulum_stoch,xhigh,dir00,clf,dir00,0.0,44,5,20,amarel,60086214,CANCELLED by 1619230,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_xhigh_dir00_s44,resubmit with --exclude=gpu029 (uncorrectable ECC)
clf_xhigh_dir00_s44,2026-08-04T06:28:33,pendulum_stoch,xhigh,dir00,clf,dir00,0.0,44,5,20,amarel,60082691,FAILED,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_xhigh_dir00_s44,"run-to-run floor at xhigh; GPUs freed from the old campaign's unanswerable xhigh-FM question | CUDA uncorrectable ECC error on Amarel gpu029 -- hardware fault, not code"
clf_high_dir00_s44,2026-08-04T06:28:32,pendulum_stoch,high,dir00,clf,dir00,0.0,44,5,20,ilab,199914,CANCELLED by 1171,15,local,e72ac3cbe2e7,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/clf_high_dir00_s44,run-to-run floor for the new campaign; pairs with s43 (199906)
clf_xhigh_dir00_s43,2026-08-04T06:28:32,pendulum_stoch,xhigh,dir00,clf,dir00,0.0,43,5,20,amarel,60082690,CANCELLED by 1619230,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_xhigh_dir00_s43,run-to-run floor at xhigh; GPUs freed from the old campaign's unanswerable xhigh-FM question
fm_high_dir00_v3,2026-08-04T06:11:25,pendulum_stoch,high,dir00,fm,dir00,0.0,42,5,20,ilab,199913,CANCELLED by 1171,19,local,e72ac3cbe2e7,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_dir00,v3 resubmit: 199910 died on a mangled Hydra override from nested ssh quoting
fm_high_aleat_v3,2026-08-04T06:04:34,pendulum_stoch,high,aleat,fm,aleat,1.0,42,5,20,ilab,199912,CANCELLED by 1171,19,local,e72ac3cbe2e7,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_aleat,"v3: num_workers 4->1. ulimit -u is 2000 threads/user/node; 5 members x (train+val workers) x several co-located arms exhausted it, killing v2 with 'can't start new thread'/BlockingIOError"
fm_high_dir00_v3,2026-08-04T06:04:34,pendulum_stoch,high,dir00,fm,dir00,0.0,42,5,20,ilab,199910,FAILED,19,local,e72ac3cbe2e7,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_dir00,"v3: num_workers 4->1. ulimit -u is 2000 threads/user/node; 5 members x (train+val workers) x several co-located arms exhausted it, killing v2 with 'can't start new thread'/BlockingIOError"
fm_high_epi_bald_v3,2026-08-04T06:04:34,pendulum_stoch,high,epi_bald,fm,epi_bald,1.0,42,5,20,ilab,199911,CANCELLED by 1171,19,local,e72ac3cbe2e7,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_epi_bald,"v3: num_workers 4->1. ulimit -u is 2000 threads/user/node; 5 members x (train+val workers) x several co-located arms exhausted it, killing v2 with 'can't start new thread'/BlockingIOError"
fm_high_total_v3,2026-08-04T06:04:34,pendulum_stoch,high,total,fm,total,1.0,42,5,20,ilab,199909,FAILED,19,local,e72ac3cbe2e7,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_total,"v3: num_workers 4->1. ulimit -u is 2000 threads/user/node; 5 members x (train+val workers) x several co-located arms exhausted it, killing v2 with 'can't start new thread'/BlockingIOError | KILLED BY MY OWN EDIT at 13:30:23, epoch 5 of 19. Changed _device_for_member to take a device list; this parent was launched with the old code and passed an int, and mp.spawn children re-import from disk, so they got the new signature and died with 'object of type int has no len()'. Fixed by accepting both shapes; 3 of the 4 surviving arms have since cleared an epoch boundary. NOT relaunched -- restarting costs ~13h and is the user's call."
fm_high_epi_var_v3,2026-08-04T06:04:33,pendulum_stoch,high,epi_var,fm,epi_var,1.0,42,5,20,ilab,199908,CANCELLED by 1171,17,local,e72ac3cbe2e7,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_epi_var,"v3: num_workers 4->1. ulimit -u is 2000 threads/user/node; 5 members x (train+val workers) x several co-located arms exhausted it, killing v2 with 'can't start new thread'/BlockingIOError"
clf_high_dir00_s43_v2,2026-08-04T05:34:41,pendulum_stoch,high,dir00,clf,dir00,0.0,43,5,20,ilab,199906,CANCELLED by 1171,11,local,e72ac3cbe2e7,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/clf_high_dir00_s43,seed replicate for the run-to-run floor; v1 died on an invalid enable_progress_bar override | cancelled for the num_workers=1 relaunch (v3)
fm_high_aleat_v2,2026-08-04T05:30:27,pendulum_stoch,high,aleat,fm,aleat,1.0,42,5,20,ilab,199905,CANCELLED by 1171,19,local,e72ac3cbe2e7,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_aleat,"v2 restart on ee40097: NaN/domain guards for all score modes + OMP thread cap (v1 dir00 died with 'can't start new thread'). v1 reached only adaptive epoch 0, nothing lost. | cancelled for the num_workers=1 relaunch (v3)"
fm_high_dir00_v2,2026-08-04T05:30:27,pendulum_stoch,high,dir00,fm,dir00,0.0,42,5,20,ilab,199903,FAILED,19,local,e72ac3cbe2e7,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_dir00,"v2 restart on ee40097: NaN/domain guards for all score modes + OMP thread cap (v1 dir00 died with 'can't start new thread'). v1 reached only adaptive epoch 0, nothing lost. | cancelled for the num_workers=1 relaunch (v3)"
fm_high_epi_bald_v2,2026-08-04T05:30:27,pendulum_stoch,high,epi_bald,fm,epi_bald,1.0,42,5,20,ilab,199904,CANCELLED by 1171,19,local,e72ac3cbe2e7,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_epi_bald,"v2 restart on ee40097: NaN/domain guards for all score modes + OMP thread cap (v1 dir00 died with 'can't start new thread'). v1 reached only adaptive epoch 0, nothing lost. | cancelled for the num_workers=1 relaunch (v3)"
fm_high_epi_var_v2,2026-08-04T05:30:27,pendulum_stoch,high,epi_var,fm,epi_var,1.0,42,5,20,ilab,199901,FAILED,17,local,e72ac3cbe2e7,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_epi_var,"v2 restart on ee40097: NaN/domain guards for all score modes + OMP thread cap (v1 dir00 died with 'can't start new thread'). v1 reached only adaptive epoch 0, nothing lost. | cancelled for the num_workers=1 relaunch (v3)"
fm_high_total_v2,2026-08-04T05:30:27,pendulum_stoch,high,total,fm,total,1.0,42,5,20,ilab,199902,FAILED,19,local,e72ac3cbe2e7,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_total,"v2 restart on ee40097: NaN/domain guards for all score modes + OMP thread cap (v1 dir00 died with 'can't start new thread'). v1 reached only adaptive epoch 0, nothing lost. | cancelled for the num_workers=1 relaunch (v3)"
fm_high_dir00,2026-08-04T05:22:10,pendulum_stoch,high,dir00,fm,dir00,0.0,42,5,20,ilab,199903,FAILED,19,local,e72ac3cbe2e7,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_dir00,cancelled for the num_workers=1 relaunch (v3)
fm_high_total,2026-08-04T05:20:08,pendulum_stoch,high,total,fm,total,1.0,42,5,20,ilab,199902,FAILED,19,local,e72ac3cbe2e7,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_total,cancelled for the num_workers=1 relaunch (v3)
fm_high_epi_var,2026-08-04T05:18:07,pendulum_stoch,high,epi_var,fm,epi_var,1.0,42,5,20,ilab,199901,FAILED,17,local,e72ac3cbe2e7,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_epi_var,cancelled for the num_workers=1 relaunch (v3)
clf_high_dir00_s43,2026-08-04T04:47:00,pendulum_stoch,high,dir00,clf,dir00,0.0,43,5,20,ilab,199900,FAILED,11,local,fc59486641fe,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/clf_high_dir00_s43,seed replicate: starts the run-to-run floor for the new campaign; every other arm is seed 42
clf_det_aleat_v2,2026-08-04T04:36:33,pendulum,det,aleat,clf,aleat,1.0,42,5,20,amarel,60044525,CANCELLED by 1619230,,remote,fc59486641fe,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_det_aleat,resubmit: v1 FAILED exit 120 in <45s when Amarel home quota was exhausted; logs never written
clf_det_dir00_v2,2026-08-04T04:36:33,pendulum,det,dir00,clf,dir00,0.0,42,5,20,amarel,60044523,CANCELLED by 1619230,,remote,fc59486641fe,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_det_dir00,resubmit: v1 FAILED exit 120 in <45s when Amarel home quota was exhausted; logs never written
clf_det_epi_var_v2,2026-08-04T04:36:33,pendulum,det,epi_var,clf,epi_var,1.0,42,5,20,amarel,60044524,CANCELLED by 1619230,,remote,fc59486641fe,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_det_epi_var,resubmit: v1 FAILED exit 120 in <45s when Amarel home quota was exhausted; logs never written
clf_med_epi_bald_v2,2026-08-04T04:36:33,pendulum_stoch,med,epi_bald,clf,epi_bald,1.0,42,5,20,amarel,60044522,CANCELLED by 1619230,,remote,fc59486641fe,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_med_epi_bald,resubmit: v1 FAILED exit 120 in <45s when Amarel home quota was exhausted; logs never written
fm_high_aleat,2026-08-04T04:11:07,pendulum_stoch,high,aleat,fm,aleat,1.0,42,5,20,ilab,199897,CANCELLED by 1171,19,local,fc59486641fe,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_aleat,
fm_high_epi_bald,2026-08-04T04:09:05,pendulum_stoch,high,epi_bald,fm,epi_bald,1.0,42,5,20,ilab,199896,CANCELLED by 1171,19,local,fc59486641fe,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_epi_bald,
fm_high_dir00,2026-08-04T04:07:04,pendulum_stoch,high,dir00,fm,dir00,0.0,42,5,20,ilab,199895,FAILED,19,local,fc59486641fe,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_dir00,
fm_high_total,2026-08-04T04:05:02,pendulum_stoch,high,total,fm,total,1.0,42,5,20,ilab,199894,CANCELLED by 1171,19,local,fc59486641fe,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_total,
fm_high_epi_var,2026-08-04T04:02:59,pendulum_stoch,high,epi_var,fm,epi_var,1.0,42,5,20,ilab,199892,CANCELLED by 1171,17,local,fc59486641fe,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_epi_var,2x a4500; submitted by hand after the launcher's 120s ssh timeout
fm_high_epi_var_ilab,2026-08-04T03:25:07,pendulum_stoch,high,epi_var,fm,epi_var,1.0,42,5,20,ilab,199890,CANCELLED by 1171,17,local,fc59486641fe,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_epi_var,relocated from Amarel (est. start was 24h out); 4x a100 via --gres=gpu:a100:4; canary for the never-hardware-tested FM ensemble path
fm_high_aleat,2026-08-04T02:20:42,pendulum_stoch,high,aleat,fm,aleat,1.0,42,5,20,ilab,199888,CANCELLED by 1171,19,local,dec7987a6195,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_aleat,"5-GPU iLab job unschedulable (AssocGrpGRES); members now share 4 GPUs; amarel job 60038014 | amarel job 60038480, 4 GPUs w/ member sharing, progress bars off"
fm_high_epi_bald,2026-08-04T02:20:42,pendulum_stoch,high,epi_bald,fm,epi_bald,1.0,42,5,20,ilab,199889,CANCELLED by 1171,19,local,dec7987a6195,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_epi_bald,"5-GPU iLab job unschedulable (AssocGrpGRES); members now share 4 GPUs; amarel job 60038015 | amarel job 60038481, 4 GPUs w/ member sharing, progress bars off"
fm_high_dir00,2026-08-04T02:20:41,pendulum_stoch,high,dir00,fm,dir00,0.0,42,5,20,ilab,199887,CANCELLED by 1171,19,local,dec7987a6195,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_dir00,"5-GPU iLab job unschedulable (AssocGrpGRES); members now share 4 GPUs; amarel job 60038013 | amarel job 60038478, 4 GPUs w/ member sharing, progress bars off"
fm_high_epi_var,2026-08-04T02:20:41,pendulum_stoch,high,epi_var,fm,epi_var,1.0,42,5,20,ilab,199885,CANCELLED by 1171,17,local,dec7987a6195,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_epi_var,"5-GPU iLab job unschedulable (AssocGrpGRES); members now share 4 GPUs; amarel job 60038010 | amarel job 60038476, 4 GPUs w/ member sharing, progress bars off"
fm_high_total,2026-08-04T02:20:41,pendulum_stoch,high,total,fm,total,1.0,42,5,20,ilab,199886,CANCELLED by 1171,19,local,dec7987a6195,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_total,"5-GPU iLab job unschedulable (AssocGrpGRES); members now share 4 GPUs; amarel job 60038012 | amarel job 60038477, 4 GPUs w/ member sharing, progress bars off"
clf_high_aleat,2026-08-04T01:24:09,pendulum_stoch,high,aleat,clf,aleat,1.0,42,5,20,arrakis,gpu4,running,19,local,aba6a17e43a0,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/clf_high_aleat,"arrakis is a direct box with no SLURM, so its job ids are not in sacct; liveness verified by pgrep + nvidia-smi"
clf_high_epi_bald,2026-08-04T01:24:08,pendulum_stoch,high,epi_bald,clf,epi_bald,1.0,42,5,20,arrakis,gpu4,running,19,local,aba6a17e43a0,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/clf_high_epi_bald,"arrakis is a direct box with no SLURM, so its job ids are not in sacct; liveness verified by pgrep + nvidia-smi"
clf_high_epi_var,2026-08-04T01:24:08,pendulum_stoch,high,epi_var,clf,epi_var,1.0,42,5,20,arrakis,gpu3,running,19,local,aba6a17e43a0,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/clf_high_epi_var,"arrakis is a direct box with no SLURM, so its job ids are not in sacct; liveness verified by pgrep + nvidia-smi"
clf_high_dir00,2026-08-04T01:24:07,pendulum_stoch,high,dir00,clf,dir00,0.0,42,5,20,arrakis,gpu1,running,19,local,aba6a17e43a0,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/clf_high_dir00,"arrakis is a direct box with no SLURM, so its job ids are not in sacct; liveness verified by pgrep + nvidia-smi"
clf_high_total,2026-08-04T01:24:07,pendulum_stoch,high,total,clf,total,1.0,42,5,20,arrakis,gpu2,running,19,local,aba6a17e43a0,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/clf_high_total,"arrakis is a direct box with no SLURM, so its job ids are not in sacct; liveness verified by pgrep + nvidia-smi"
clf_det_aleat,2026-08-04T01:21:52,pendulum,det,aleat,clf,aleat,1.0,42,5,20,amarel,60036451,FAILED,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_det_aleat,
clf_det_epi_bald,2026-08-04T01:21:50,pendulum,det,epi_bald,clf,epi_bald,1.0,42,5,20,amarel,60036450,COMPLETED,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_det_epi_bald,
clf_det_epi_var,2026-08-04T01:21:48,pendulum,det,epi_var,clf,epi_var,1.0,42,5,20,amarel,60036449,FAILED,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_det_epi_var,
clf_det_total,2026-08-04T01:21:46,pendulum,det,total,clf,total,1.0,42,5,20,amarel,60036448,COMPLETED,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_det_total,
clf_det_dir00,2026-08-04T01:21:44,pendulum,det,dir00,clf,dir00,0.0,42,5,20,amarel,60036447,FAILED,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_det_dir00,
clf_low_aleat,2026-08-04T01:21:43,pendulum_stoch,low,aleat,clf,aleat,1.0,42,5,20,amarel,60036446,TIMEOUT,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_low_aleat,hit the 24h Amarel walltime; TIMEOUT does not requeue so this data is final and clean | timeout
clf_low_epi_bald,2026-08-04T01:21:41,pendulum_stoch,low,epi_bald,clf,epi_bald,1.0,42,5,20,amarel,60036445,TIMEOUT,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_low_epi_bald,hit the 24h Amarel walltime; TIMEOUT does not requeue so this data is final and clean | timeout
clf_low_epi_var,2026-08-04T01:21:39,pendulum_stoch,low,epi_var,clf,epi_var,1.0,42,5,20,amarel,60036444,TIMEOUT,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_low_epi_var,
clf_low_total,2026-08-04T01:21:37,pendulum_stoch,low,total,clf,total,1.0,42,5,20,amarel,60036443,CANCELLED by 1619230,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_low_total,
clf_low_dir00,2026-08-04T01:21:35,pendulum_stoch,low,dir00,clf,dir00,0.0,42,5,20,amarel,60036442,TIMEOUT,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_low_dir00,hit the 24h Amarel walltime; TIMEOUT does not requeue so this data is final and clean | timeout
clf_med_aleat,2026-08-04T01:21:34,pendulum_stoch,med,aleat,clf,aleat,1.0,42,5,20,amarel,60036441,TIMEOUT,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_med_aleat,hit the 24h Amarel walltime; TIMEOUT does not requeue so this data is final and clean | timeout
clf_med_epi_bald,2026-08-04T01:21:32,pendulum_stoch,med,epi_bald,clf,epi_bald,1.0,42,5,20,amarel,60036440,FAILED,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_med_epi_bald,
clf_med_epi_var,2026-08-04T01:21:30,pendulum_stoch,med,epi_var,clf,epi_var,1.0,42,5,20,amarel,60036439,TIMEOUT,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_med_epi_var,hit the 24h Amarel walltime; TIMEOUT does not requeue so this data is final and clean | timeout
clf_med_total,2026-08-04T01:21:28,pendulum_stoch,med,total,clf,total,1.0,42,5,20,amarel,60036438,TIMEOUT,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_med_total,hit the 24h Amarel walltime; TIMEOUT does not requeue so this data is final and clean | timeout
clf_med_dir00,2026-08-04T01:21:26,pendulum_stoch,med,dir00,clf,dir00,0.0,42,5,20,amarel,60036437,TIMEOUT,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_med_dir00,
clf_xhigh_aleat,2026-08-04T01:21:25,pendulum_stoch,xhigh,aleat,clf,aleat,1.0,42,5,20,amarel,60036436,TIMEOUT,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_xhigh_aleat,hit the 24h Amarel walltime; TIMEOUT does not requeue so this data is final and clean | timeout
clf_xhigh_epi_bald,2026-08-04T01:21:23,pendulum_stoch,xhigh,epi_bald,clf,epi_bald,1.0,42,5,20,amarel,60036435,TIMEOUT,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_xhigh_epi_bald,hit the 24h Amarel walltime; TIMEOUT does not requeue so this data is final and clean | timeout
clf_xhigh_epi_var,2026-08-04T01:21:21,pendulum_stoch,xhigh,epi_var,clf,epi_var,1.0,42,5,20,amarel,60036434,TIMEOUT,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_xhigh_epi_var,
clf_xhigh_total,2026-08-04T01:21:19,pendulum_stoch,xhigh,total,clf,total,1.0,42,5,20,amarel,60036433,CANCELLED by 1619230,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_xhigh_total,
clf_xhigh_dir00,2026-08-04T01:21:17,pendulum_stoch,xhigh,dir00,clf,dir00,0.0,42,5,20,amarel,60036432,TIMEOUT,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_xhigh_dir00,hit the 24h Amarel walltime; TIMEOUT does not requeue so this data is final and clean | timeout
clf_high_aleat,2026-08-04T01:21:15,pendulum_stoch,high,aleat,clf,aleat,1.0,42,5,20,amarel,60036431,CANCELLED by 1619230,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_high_aleat,
clf_high_epi_bald,2026-08-04T01:21:13,pendulum_stoch,high,epi_bald,clf,epi_bald,1.0,42,5,20,amarel,60036430,CANCELLED by 1619230,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_high_epi_bald,
clf_high_epi_var,2026-08-04T01:21:11,pendulum_stoch,high,epi_var,clf,epi_var,1.0,42,5,20,amarel,60036429,CANCELLED by 1619230,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_high_epi_var,
clf_high_total,2026-08-04T01:21:09,pendulum_stoch,high,total,clf,total,1.0,42,5,20,amarel,60036428,CANCELLED by 1619230,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_high_total,
clf_high_dir00,2026-08-04T01:21:07,pendulum_stoch,high,dir00,clf,dir00,0.0,42,5,20,amarel,60036427,CANCELLED by 1619230,,remote,aba6a17e43a0,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_high_dir00,
